Catalyst;PC1;PC2;PC3;PC4;PC5;PC6;PC7;PC8;PC9;PC10
Ni-SiO2- NH3-H2O;1.6118659;0.676474;0.15933329;-0.21238974;-0.1955304;-0.3646366;-0.4777778;0.019869665;0.16609338;0.14418894
Ni-SiO2- NaOH;1.748321;-0.34350914;-0.84383285;-0.243122;-0.017879851;0.0244378;-0.3044535;-0.1265057;-0.17306297;-0.20118967
Ni-SiO2- Urea;1.9678528;-0.21853253;-0.46917138;-0.18652268;-0.013384173;-0.21024068;-0.5628214;0.014415504;-0.003814045;-0.026209524
Ni-Zr Pol;1.3201554;-1.4252626;0.49724978;0.76002145;0.4221991;0.6210901;0.09278891;-0.7568135;0.2926754;-0.09681565
Ni-Zr Srf;0.78996265;-1.1675311;-0.9883704;0.25086433;0.42812315;0.15761454;-0.70251876;-0.5482432;-0.026022831;-0.0829404
Ni-ZrO2/SiO2;1.4111992;0.5281837;-0.9673916;-0.2753132;-0.100094736;0.11721137;-0.43926868;0.25247145;0.3568396;0.12864669
Ni-ZrO2-SiO2;1.864114;0.53218913;-0.5591686;-0.023839155;0.016050639;0.19641747;-0.33934277;0.2799608;0.2202326;0.29582286
Ni-yolk-Ni-SiO2-11.2;1.9468523;0.13608848;0.4461733;-0.24574585;0.54960704;0.3728251;-0.36761677;0.27100843;0.070070535;0.3834678
Ni-yolk-Ni-SiO2-15.1;2.0910408;0.027835773;0.55805516;-0.12165683;0.38972297;0.36950088;-0.31434354;0.2759718;-0.1193337;0.3676972
Ni-yolk-Ni-SiO2-8.6;2.1471062;-0.23040095;0.30790353;-0.1319097;0.4370504;0.39138898;-0.27104115;-0.14449222;0.02538096;0.25364235
Ni/Ce50- Zr50;-3.18403;0.725403;0.76117516;-0.21750896;0.7613229;-0.20371205;0.16777469;0.3068842;-1.2554873;0.033008296
Ni/(-Al2O3);-0.13565545;0.9181991;-0.15283301;0.2843574;-0.19939259;-0.4304853;0.3083467;-0.47782823;0.4043844;-0.19769074
Ni/(Al2O3-Crush);-1.6687661;-0.12528418;-0.44193217;-0.06688765;-0.2781418;-0.15797542;-0.51114875;0.01350982;0.7163996;-0.1570128
Ni/(Al2O3-Sigma);-0.27156493;0.45365515;-1.0841496;-0.38547847;-0.4465717;-0.43961245;-0.02148326;-0.3496786;0.43608388;-0.15866108
Ni/0.0.33ZnAl;-2.2703457;0.13632621;-0.115312085;-0.088030614;0.43590203;-0.38060048;0.36517283;-0.4300646;0.5127903;0.2050095
Ni/0.5ZnAl;-2.7969148;-0.75254625;0.38647905;-0.22734322;-0.6316368;0.38067454;0.20654237;-0.28966922;-0.08825821;-0.026471868
Ni/0La-Si;-0.9391391;-1.0556194;-1.86245;-0.7080954;-0.81241345;0.674671;-0.23486425;-0.16856988;0.19095562;0.35454994
Ni/10% CeO2- MgO;-1.7409315;0.7942199;-0.41285244;0.86410683;0.91158515;0.27755544;-0.5434159;0.056087434;0.29595453;-0.08474934
Ni/15% CeO2- MgO;-2.1254458;0.5834804;0.22684233;0.47494072;0.20835495;-0.15093368;-0.6226186;-0.39410654;0.15946516;-0.4174819
Ni/18CS;-3.2537656;-1.14548;0.82917756;-0.6954509;-0.001488386;-1.5601915;-0.35408005;0.35069653;0.10745085;-0.48397747
Ni/1La-Si;-1.172802;-0.38159028;0.40202826;-0.2501598;-1.037874;-1.086808;-0.20189604;-0.18210685;0.31083438;-0.40064275
Ni/1ZnAl;-2.425582;-0.9875046;2.019517;-0.07144759;-0.6505164;-0.4620265;0.04630995;0.07835227;0.5673885;-0.4374119
Ni/2.5La-ZrO2;-1.9007527;0.90797925;-0.23696354;0.16746294;1.1324832;-0.6690814;0.49534363;0.37044895;0.38599452;0.9675295
Ni/20% CeO2- MgO;-2.1055567;0.79982907;-1.1860728;0.82964593;1.1774999;-0.2500337;-0.25227943;-0.08450757;0.586827;0.15462266
Ni/2La-Si;-0.7351469;-0.14084195;-0.6371767;-0.58732116;-0.48522043;-1.440325;0.4286113;-0.42871547;0.56052136;0.0628308
Ni/2ZnAl;-1.9261847;-0.20286283;0.94523174;-0.27588114;-0.33212078;-0.79401755;0.38295287;-0.51272655;1.046028;0.33672965
Ni/3.0La-Si-imp;-0.001064753;-0.5308021;0.46585828;-0.95410025;-0.4619722;-0.5938296;-0.3272911;-0.68579334;0.65780187;-0.12433115
Ni/30CS;-3.296094;-1.1957973;-0.6645001;-0.038314186;0.9994447;-2.0302234;-0.26410595;0.27282858;0.44553792;-0.5445574
Ni/3CS;-3.296094;-1.1957973;-0.6645001;-0.038314186;0.9994447;-2.0302234;-0.26410595;0.27282858;0.44553792;-0.5445574
Ni/3La-Si;-1.3542491;-0.24682878;-0.5026805;-0.20099121;-0.58614534;-1.6687903;0.43623552;-0.5587591;0.094691016;-0.2456092
Ni/3ZnAl;-2.5434902;0.022851495;0.99681383;0.2900469;-0.53267354;-0.761924;0.15592153;-0.56572235;-0.09001508;-0.35081798
Ni/5% CeO2- MgO;-1.8547488;0.6592881;-1.5148865;0.55049443;0.7708988;0.34877846;-0.5206308;-0.34037837;0.018845124;0.002478627
Ni/5La-Si;-1.264716;-0.19404165;-0.30551827;-0.60261106;-0.6549601;-0.34332728;0.31441873;-0.59705645;-0.67901844;-0.033004906
Ni/5La-ZrO2;-1.0587898;0.9347039;-0.7030975;0.007904859;0.395803;-0.35491934;0.33758333;0.047026414;-0.08469121;0.45215753
Ni/7La-Si;-1.9225181;-0.8400014;-0.734876;-0.23652866;-0.16346186;-0.48547605;0.61872065;-0.36344802;-0.5184884;-0.03785633
Ni/9CS;-3.4756262;-1.7121079;-0.8504822;-0.16756365;0.96071297;-1.5221967;0.124382965;0.8131129;0.254202;-0.3018364
Ni/AL2O3;-0.22620633;1.1343678;-0.7181015;-0.061718695;0.47035387;-0.97174907;0.7644343;-0.012488508;0.6443659;0.7131625
Ni/ALO;-1.3360738;-0.15395884;-1.6602808;1.1990315;0.42203906;1.2320836;-0.31654698;-0.47723716;0.5572996;-0.074517824
Ni/ATP;-0.512275;-1.6902813;-0.33580127;0.10923662;-0.3555816;1.2404567;0.58923113;-0.8961138;0.19052349;0.35464013
Ni/Al;-2.7814052;-0.8051979;0.99373084;0.84279156;-1.1419119;0.10246461;0.28063387;-0.002126358;0.31454626;0.11122844
Ni/Al-MWW;1.4704491;-0.5484738;0.6219917;1.0995343;-0.3456564;0.595353;-0.3588869;0.26873162;0.34683377;0.357828
Ni/Al-delMWW;1.4704491;-0.5484738;0.6219917;1.0995343;-0.3456564;0.595353;-0.3588869;0.26873162;0.34683377;0.357828
Ni/Al2O3;-0.22620633;1.1343678;-0.7181015;-0.061718695;0.47035387;-0.97174907;0.7644343;-0.012488508;0.6443659;0.7131625
Ni/Al2O3 -450;0.7790747;1.5142496;0.42102388;-0.1744526;0.15326181;0.10871085;0.08774131;-0.20331171;0.12230694;0.2580373
Ni/Al2O3 -550;1.0661979;1.4202365;0.22272477;-0.19287789;0.16548759;0.11454394;0.19092092;-0.16045465;-0.016598362;0.06299984
Ni/Al2O3 -650;0.94250387;1.4365611;0.24182785;-0.1393005;0.30072275;0.16970302;0.10446511;-0.24119219;-0.05160207;0.086121075
Ni/Al2O3 -750;1.1049099;1.3341693;0.17510745;-0.02643203;0.33758333;0.00553947;0.1782344;-0.28877765;-0.035730977;0.018323138
Ni/Al2O3 -Imp;1.4611417;0.4860077;0.5866047;-0.078236386;-0.00837064;0.09063859;0.15534404;-0.20979917;0.3906169;0.11910816
Ni/Al2O3 -Nit;1.0720174;0.59273326;-0.320194;0.09849041;-0.46217486;-0.37422287;0.4916167;-0.18965459;0.1727397;0.118883215
Ni/Al2O3 -Ole;0.59774804;0.5741811;-0.6429488;-0.008002174;0.1627457;-0.31528065;0.24799286;-0.76168036;0.4106676;0.19626252
Ni/Al2O3-F;-0.73907244;0.83861804;-0.42622194;-0.107816495;0.45124435;-1.1870619;0.83996415;-0.37676933;0.88587457;-0.020602807
Ni/B-MWW;1.7048658;-0.8338342;0.31685504;0.16379628;-0.59783006;0.08801303;0.17790845;0.17642751;0.13545477;0.11890568
Ni/B-SiO2;0.96644163;-0.895756;-1.0338703;-0.54165983;-0.13461305;-0.041111242;-0.034719773;0.20173569;0.097591266;0.45085028
Ni/B-delMWW;1.7048658;-0.8338342;0.31685504;0.16379628;-0.59783006;0.08801303;0.17790845;0.17642751;0.13545477;0.11890568
Ni/BEA;-1.2415904;-1.3810128;0.82605374;0.1415521;-1.1430466;-0.024815068;0.27923137;-0.047040857;0.34950373;0.13143072
Ni/BN;0.09075798;-1.2603792;-0.41439402;0.25327957;-0.38495365;0.5842862;1.0458915;-0.7319021;0.21692067;0.3248671
Ni/C-Al2O3-700;0.15214902;0.83220077;0.44954616;0.14629309;1.1083317;0.059182715;-0.26053804;-0.27768418;-0.28100327;0.01453603
Ni/CAO;-3.2794526;-1.0773093;-1.3433348;1.0264837;1.7377033;-0.4047745;-0.15159655;0.4896528;0.068356164;-0.29153526
Ni/CS-BM;-0.6755421;-2.5684192;-0.44967932;-1.0960641;0.62763286;-0.8174288;0.21344884;0.46584368;0.12209023;0.21861424
Ni/CS-DP;-1.0263127;-2.8383937;-0.5618485;-0.90354764;1.2736821;-0.49223086;0.32322118;0.43210655;-0.17000979;0.31472152
Ni/CS-Imp;0.1663579;-1.6956335;-0.110240914;-0.27732083;-0.17783597;0.25545898;0.2601414;0.56360257;0.10772814;0.2507824
Ni/CZ100;-3.486724;-0.9451592;1.3635248;0.57992655;0.2366997;-0.8370467;-0.503894;0.8134834;-0.4351517;-0.13646834
Ni/CZ28;-3.281955;0.22719687;0.41452977;0.47911695;0.5343343;-0.5995971;0.043862;-0.08778377;-0.31754753;0.6026714
Ni/CZ44;-3.0656514;0.66535836;0.770249;-0.08063261;0.6234475;-0.53636074;-0.12931834;0.06452268;-0.8498815;0.5678021
Ni/CZ75;-3.408369;0.15897764;0.61072594;0.059252683;0.69831085;-0.4430549;0.2378703;0.26442438;-1.2512647;-0.058238365
Ni/CaAl;-2.978004;-1.248877;-0.2339614;1.2989162;-0.40029192;0.59415686;-0.39947692;1.0513637;0.12556647;-0.33028632
Ni/CaO-mSiO2;-0.2086038;-0.49660343;-1.9657557;-0.41584867;0.6239132;0.12159672;-0.706854;0.30473298;0.23023075;0.11895873
Ni/Ce;-2.978004;-1.248877;-0.2339614;1.2989162;-0.40029192;0.59415686;-0.39947692;1.0513637;0.12556647;-0.33028632
Ni/Ce-Al2O3;-1.6526506;0.4465072;-0.3868435;0.14130673;1.2832339;-0.8928597;-0.29991087;-0.19739881;0.08314581;0.60082364
Ni/Ce-SBA-15(R-0.04);1.38334;0.05603102;0.3051963;-0.8135272;0.31762975;0.095394894;-0.18327637;0.18072556;-0.06698133;-0.028933313
Ni/Ce-SBA-15(R-0.06);1.3796107;-0.06679864;0.02655636;-0.5764485;0.16793045;0.16552737;-0.21221825;0.19145057;-0.13407391;-0.07551201
Ni/Ce1;-3.4867237;-0.94516003;1.3635246;0.5799265;0.2366998;-0.8370462;-0.50389373;0.8134835;-0.4351511;-0.13646816
Ni/Ce2;-3.4432285;-0.058393277;0.1571362;1.0093118;0.30747756;-0.8011905;-0.33751714;0.4183985;-0.11157229;0.32841256
Ni/Ce3;-3.4191995;-0.06017709;0.7484645;0.45751312;0.35757682;-1.145463;-0.4093315;0.13918976;-0.46892115;0.112036556
Ni/CeAl;-2.9780035;-1.2488776;-0.23396133;1.2989162;-0.40029156;0.5941584;-0.39947677;1.0513633;0.12556696;-0.33028597
Ni/CeMnOx (1 : 1);-2.4052424;-0.37731278;0.74582636;-0.16612233;1.0229719;0.033170134;-0.4551871;0.6713694;-0.062054686;0.29896292
Ni/CeMnOx (1 : 4);-1.6132927;0.25366193;-0.20146833;0.052347247;0.5570665;0.032695226;0.07423112;0.19114397;-0.22567423;0.023730002
Ni/CeMnOx (9 : 1);-2.088092;-0.2308642;-0.34145916;0.21778037;1.188482;0.16928124;-0.065564014;0.3370221;0.12315304;0.146153
Ni/CeO2;-2.1792028;0.40459472;-1.5457389;0.81954336;1.0509547;0.2343675;-0.539997;0.44374716;0.04740063;0.23921667
Ni/CeZr;-2.978004;-1.248877;-0.2339614;1.2989162;-0.40029192;0.59415686;-0.39947692;1.0513637;0.12556647;-0.33028632
Ni/CemesoAl;-1.7203687;-1.1034467;-0.21848756;1.3067961;1.1549454;1.107685;-0.74996096;0.64467335;0.6197767;0.7078825
Ni/DFSBA-15;1.6712508;-0.46536118;0.12308025;-0.37993464;-0.15621874;-0.26410818;0.40499344;0.020473592;-0.2525273;0.040193222
Ni/DMS;-0.9391391;-1.0556194;-1.86245;-0.7080954;-0.81241345;0.674671;-0.23486425;-0.16856988;0.19095562;0.35454994
Ni/EXVTM-SiO2;0.48954558;-0.41779143;-1.8912963;-0.2514793;0.37681952;0.0615718;-0.27957633;0.5286081;0.16499862;0.41252735
Ni/F-SBA-15;1.6943481;-0.8980089;0.04982445;-0.6137801;0.66076094;-0.35180503;-0.04672181;-0.16484185;-0.28486502;-0.04166952
Ni/FA;-0.49664724;-0.5261252;0.08306164;0.9334247;-0.8096754;-0.10848012;1.2762245;0.19095378;0.34860763;0.22604582
Ni/FA-M1;1.2589487;-0.68614286;0.4475526;0.83746356;0.027007533;-0.1443823;0.32826704;-0.1305674;-0.107660696;0.01794158
Ni/FA-M2;0.90433;-0.48348618;0.12000521;0.53566164;0.15843053;-0.8000351;0.24940705;-0.08437255;0.42229882;0.20774478
Ni/FA-M3;0.98290163;-0.42474163;0.12400738;0.34148657;0.16797692;-0.9318146;0.20149218;-0.298752;0.26900414;0.05107087
Ni/K-Al2O3;0.7392191;0.92224866;-0.58851814;0.22943775;0.09369422;-0.59761465;0.09220753;0.19929609;0.43191046;0.6010622
Ni/La-DC;1.5262609;-0.7243865;0.45943192;0.6572247;-0.124555826;-0.1711375;0.8867525;0.7320138;0.26761502;-0.09270983
Ni/La-HP;2.0565782;-1.2858368;0.5567886;-0.01896854;0.31234768;0.16045079;0.9324883;-0.08840918;-0.07524999;0.3552889
Ni/La-ME;1.4518485;-0.5399782;0.6230895;1.0998027;-0.365509;0.5955367;-0.365921;0.27631718;0.3563764;0.3595343
Ni/La-SC;1.4518759;-1.2998528;-0.7799007;-0.46191683;0.11622003;-0.62250817;0.51031834;0.6461149;0.08488778;0.08557441
Ni/La-SG;1.8559675;-0.90140265;-0.33699667;-0.031261645;-0.04779782;-0.3665721;0.5808262;0.29098952;0.04243084;-0.033553045
Ni/La-ST;1.8559675;-0.90140265;-0.33699667;-0.031261645;-0.04779782;-0.3665721;0.5808262;0.29098952;0.04243084;-0.033553045
Ni/La0.8Mg0.2AlO2.9;-1.6953844;1.1941247;0.5769516;-1.1057311;1.7533811;0.6980179;0.25352493;0.05576074;0.25266436;0.6233686
Ni/La0.9Ca0.1AlO2.95;-1.9924784;0.53948236;0.49732658;-0.9741487;1.9787974;0.9175044;0.11662206;0.09401402;-0.36033338;-0.07390564
Ni/La2O3-mSiO2;1.0469371;0.9806643;-0.15238713;-0.31668973;-0.4456669;-0.18645446;-0.4152883;0.41858575;0.4335796;0.16150653
Ni/La2Zr2O7-ArP-C;-1.243695;0.19433725;-0.8921149;-0.60295874;1.0279984;-0.6420457;0.42547452;-0.59906304;0.60184234;0.075274356
Ni/La2Zr2O7-C;-1.7508433;0.7440927;-0.9253366;0.18431275;1.2199202;-0.8617558;0.35778424;-0.43533286;0.6808349;0.63560236
Ni/La2Zr2O7-C-ArP;-1.284024;0.101637505;-0.6189166;-0.26130202;1.3561121;-0.6475551;0.3723958;-0.6063155;0.69963884;0.13047218
Ni/La2Zr2O7-C-H2P;-0.8137838;0.23117593;0.16094089;-0.8448152;1.0400921;-0.9691707;0.4931241;-0.006796303;0.53228045;0.3836411
Ni/La2Zr2O7-H2P-C;-0.67358977;0.91951233;-0.2653901;-0.5290802;0.763692;-0.62497056;0.3572624;-0.1368542;0.51707304;0.5977591
Ni/LaAl;-2.776886;-0.8126691;1.0002471;0.8482455;-1.1538433;0.09329609;0.2889709;-0.00248174;0.31303152;0.11798282
Ni/LaAlC;-2.9665413;-1.2378627;-0.24129312;1.3002493;-0.3774157;0.60998374;-0.39602378;1.0488186;0.123119526;-0.3314385
Ni/LaAlO3;-0.587549;0.94539213;-1.352106;1.0809889;0.2586992;-0.17517021;0.07764888;-0.28828466;0.18196625;-0.027637832
Ni/M-Al2O3-500;1.5190306;0.9620574;0.4551645;0.014537195;0.20485222;-0.19122243;-0.0976304;0.03524432;0.041078202;0.21852522
Ni/M-Al2O3-700;1.6003726;0.79387426;0.33482224;0.10378325;0.31862983;-0.22931889;-0.09356953;-0.006049471;0.09062782;0.10900779
Ni/M-SiO;0.63360965;-1.1846442;-1.3056511;-0.28164855;0.29970998;0.11942947;-0.12720452;-0.1752412;0.18928704;-0.08687822
Ni/MA;-2.776886;-0.8126691;1.0002471;0.8482455;-1.1538433;0.09329609;0.2889709;-0.00248174;0.31303152;0.11798282
Ni/MAD;-2.776886;-0.8126691;1.0002471;0.8482455;-1.1538433;0.09329609;0.2889709;-0.00248174;0.31303152;0.11798282
Ni/MAD+PegMn;-1.2917501;-1.791479;-0.35566968;-0.032941617;-0.08451326;1.0820109;0.8723509;-0.78658426;-0.11351686;0.19248196
Ni/MCM-41;-1.9331974;-0.3660501;0.789671;0.37337688;-0.17271368;-0.49545315;-0.66579145;-0.13653009;-1.0463824;0.6291074
Ni/MCeZrc;-3.4158654;-1.0955051;0.093184516;0.87666905;1.027539;-0.24156094;-0.4602384;1.2357582;-0.36008793;0.06904917
Ni/MM-A;1.4518485;-0.5399782;0.6230895;1.0998027;-0.365509;0.5955367;-0.365921;0.27631718;0.3563764;0.3595343
Ni/Mal;-2.7768862;-0.81266946;1.0002471;0.848246;-1.1538435;0.093296036;0.2889711;-0.002481574;0.31303176;0.117983125
Ni/Mg-Al2O3;0.73921937;0.92224854;-0.5885184;0.22943783;0.09369434;-0.5976146;0.092207775;0.1992961;0.4319107;0.6010623
Ni/Mg0.2Al0.8Ox;-2.9219334;-0.14685893;-1.109249;0.2736522;1.1684693;-0.27327657;0.30888054;-0.8489419;0.46640185;0.19206093
Ni/Mg0.3Al0.7Ox;-3.0536675;0.003342821;-0.8042931;0.33433154;0.833982;-0.5169686;0.16591625;-0.88486075;0.16191073;-0.13938284
Ni/Mg0.4Al0.6Ox;-2.698957;0.12678689;-1.169562;0.21014698;0.85459983;0.3083256;0.26786193;-1.0074402;-0.056329124;0.2496097
Ni/Mg0.5Al0.5Ox;-2.3816466;0.33104423;-1.1545081;0.102648124;0.59560955;0.35905248;0.26139498;-0.8293937;-0.19456322;-0.044401534
Ni/Mg0.8Al0.2Ox;-2.6722076;-0.19261844;-1.3258065;0.19251756;1.374071;-0.15748711;0.16190925;-0.914827;0.5611961;-5.33E-05
Ni/MgAl2O4;0.06752717;1.3671097;-0.99833924;0.029024785;0.18187931;-0.46363634;0.62324375;-0.07400988;0.48309082;0.3341236
Ni/MgO;-1.3398225;-0.14390294;-1.6643854;1.1933112;0.41266695;1.2381238;-0.31928456;-0.4863189;0.55455476;-0.069178954
Ni/MgO-Al2O3;0.9003894;0.764396;-0.94205;0.661824;0.8208939;-0.43757963;0.14119463;0.29314157;0.2322506;0.081483126
Ni/MgO-Al2O3(11%);1.166437;0.63382685;0.3639952;0.11239315;0.9869756;-0.18262579;-0.11897106;0.07413522;0.06678506;-0.07980026
Ni/MgO-Al2O3(15%);1.1694604;0.9387631;-0.234455;0.19893795;0.43877283;0.20293008;0.036794394;0.031565648;0.013454107;-0.34548923
Ni/MgO-Al2O3(30%);1.0578262;1.1226171;-0.23327295;0.1650958;0.4311735;0.08320004;-0.16032505;0.012927154;0.24213803;-0.3032753
Ni/MgO-Al2O3(45%);0.8804619;1.4093125;-0.3367099;0.0415513;0.58417755;0.36655238;0.0419752;-0.21042593;-0.040394068;-0.47809163
Ni/MgO-Al2O3(8%);0.5587047;0.8784086;-0.44818917;0.36991847;0.72135025;0.09656686;-0.109343335;-0.1948491;0.03769421;-0.36085567
Ni/MgO-mSiO2;0.56818306;-0.095481105;-1.9299226;0.30421728;0.5282957;0.15385398;-0.41361505;0.35153827;0.115320265;0.12921813
Ni/NC;-1.220019;-1.2848195;-0.77745605;0.99891776;0.029408604;-0.13245116;0.70132995;0.20123215;-0.6752041;-0.24354793
Ni/NC-A;0.520388;-0.6617671;-0.27689794;1.3386623;-0.2545843;-0.14266764;0.6604311;0.86205137;-0.4446791;0.008972669
Ni/NC-M;0.520388;-0.6617671;-0.27689794;1.3386623;-0.2545843;-0.14266764;0.6604311;0.86205137;-0.4446791;0.008972669
Ni/NC-T;0.520388;-0.6617671;-0.27689794;1.3386623;-0.2545843;-0.14266764;0.6604311;0.86205137;-0.4446791;0.008972669
Ni/Pal-DP;0.26723877;-2.4409785;-0.15524115;-0.58254176;0.75714606;0.5047787;0.9051239;-0.75216573;-0.4872029;0.05725865
Ni/Pal-HP;0.26723877;-2.4409785;-0.15524115;-0.58254176;0.75714606;0.5047787;0.9051239;-0.75216573;-0.4872029;0.05725865
Ni/Pal-IM;0.95618933;-2.090997;0.29253522;-0.15739676;0.24127443;0.46353343;1.0261002;-0.57650685;-0.10420388;0.14783353
Ni/Pal-UHP;0.26723877;-2.4409785;-0.15524115;-0.58254176;0.75714606;0.5047787;0.9051239;-0.75216573;-0.4872029;0.05725865
Ni/Pal-UIM;0.95618933;-2.090997;0.29253522;-0.15739676;0.24127443;0.46353343;1.0261002;-0.57650685;-0.10420388;0.14783353
Ni/S-2;0.3042496;-0.6048833;-0.80692786;-0.6019036;-0.47357783;-0.79746777;-0.72317463;-0.07858993;0.084019326;0.09885267
Ni/SBA-15;-0.13005616;-1.0690478;-0.06529728;-0.8208099;-0.88959944;-0.6941899;-0.4008746;0.019570706;-0.6061105;0.19514644
Ni/SBA-15(CM);0.4339434;-0.6237628;-0.039312843;-0.9058569;-0.74293125;-0.5202127;-0.021294257;0.14753146;-0.21852688;-0.047811188
Ni/SBA-15(ace);0.27520218;-0.78540933;0.27922326;-1.0430717;-0.79747534;-0.5155941;-0.109209724;0.14121045;-0.16740185;0.12082321
Ni/SBA-15(cit);0.27520218;-0.78540933;0.27922326;-1.0430717;-0.79747534;-0.5155941;-0.109209724;0.14121045;-0.16740185;0.12082321
Ni/SBA-15(en);0.20453823;-0.77452;-0.025645956;-0.9988698;-0.7178041;-0.48344854;0.003856407;0.06704736;-0.09123038;-0.0327249
Ni/SBA-16-AE;1.4385746;-0.9708698;0.003107555;-0.55364513;-0.37425804;-0.21467032;-0.34985596;0.04194141;-0.27072936;0.24478379
Ni/SBA-16-CA;1.5035552;-1.0003763;-0.10813013;-0.8445378;-0.2838306;-0.44158867;0.14848384;0.24735212;-0.2783073;0.04771574
Ni/SBA-16-MgO;1.577073;-1.0326613;-0.38138872;-0.25749177;0.15782453;-0.19025421;0.26127833;-0.21840104;-0.1620702;0.05426701
Ni/SBA-16-WI;2.1771398;-0.886817;0.41283655;-0.49082175;-0.095309384;-0.19099066;0.30012536;0.29288307;-0.06312891;0.14035615
Ni/SBA15;-1.5303646;-0.5755245;-0.2020039;-1.0184783;-0.53993624;-0.8164548;-0.51544356;-0.20455104;-0.7531803;0.16389917
Ni/SC;-1.2100211;-1.3962644;-1.5609324;-1.0007141;-0.35103524;-0.6590168;0.123587474;0.6638386;-0.21162307;0.028968893
Ni/SH;-0.94915754;-1.0596262;-1.8583099;-0.70840573;-0.8081361;0.6739172;-0.23433544;-0.16732202;0.18604179;0.3564956
Ni/SN;-1.4956386;-1.3901684;-2.0565147;-0.68380934;0.20877026;0.6648882;0.4028134;-0.5352713;0.040408183;0.25492653
Ni/Si;-0.94915754;-1.0596262;-1.8583099;-0.70840573;-0.8081361;0.6739172;-0.23433544;-0.16732202;0.18604179;0.3564956
Ni/Si-CNF;-1.0909932;-1.4583277;-1.0535444;-0.4714846;-0.15677883;-0.930648;-0.20714077;0.621984;-0.08058551;-0.32952997
Ni/Si-MCeZr-0.05c;-1.4625487;-1.5167981;-0.2626859;-0.42723104;-0.28183293;-0.5083199;-0.6155094;0.4382668;-0.6481172;0.14242075
Ni/Si-MCeZr-0.15c;-1.5149281;-1.3351711;0.24105425;-0.71185446;0.32758993;-0.5152448;-0.8076477;0.23394698;-0.48791942;-0.002838312
Ni/Si-MCeZr-0.25c;-1.5422286;-1.0414172;-0.31316355;-0.5326612;0.01948164;-0.703757;-0.56158614;0.15346552;-0.255189;0.2226218
Ni/Si-MCeZr-0.40c;-1.6537977;-1.3211609;-0.16720739;-0.4176267;-0.34953976;-0.50952166;-0.7825907;0.23484974;-0.46357948;0.3344978
Ni/SiC-KIT-6;0.5261193;-1.5414773;0.16866145;-0.36408278;-0.29307765;-0.039242562;0.1655227;0.2520275;-0.3900499;0.012836168
Ni/SiC-SBA15;-1.0606042;-1.1984627;-0.25683203;-1.4943122;-0.061623782;-0.63094956;-0.7631608;0.3204462;-0.6487519;-0.19108415
Ni/SiCMCM-41;-1.6863762;-0.54319257;0.5984894;-0.6922553;-1.089209;-0.85865414;-1.0043088;0.4568082;-0.57270724;0.38173503
Ni/SiO2;-0.8480522;-0.15171115;-2.3152661;-0.7013685;-0.44863215;0.299696;-0.54708976;0.05819923;0.1742656;0.24379279
Ni/SiO2-E;1.0206593;-0.2408019;-1.1359048;-0.4120525;-0.49536008;-0.032718007;-0.61888146;0.12638314;0.08660043;0.12199264
Ni/SiO2-I;1.0711068;-0.6809421;-0.9142103;-0.3509967;-0.43606517;-0.09490281;-0.28263366;0.063256554;0.09211833;0.09430729
Ni/Silicalite1;-3.278524;-1.4521931;0.05677559;-0.33241886;0.4286943;-1.4547074;-0.9496221;0.45221123;-0.4590713;0.09447621
Ni/Sm-DC;-0.28621313;-1.8518025;-0.85986996;-0.8852243;-0.2745999;-0.97642887;-0.24835862;0.37754157;-0.21554217;0.2986021
Ni/Sn0.05-SiO2-550;-0.5044738;1.1171359;-0.7331626;-1.6156441;0.20631035;0.55905277;-0.14030166;0.14937215;-0.36011323;-0.32617903
Ni/Sn0.2-SiO2-550;-0.5081129;0.90027773;-0.7840549;-1.7025464;-0.11319478;0.18650663;-0.33065167;0.008417435;0.04644797;-0.12019752
Ni/Sn0.2-SiO2-750;-0.57076395;0.763525;-0.8136344;-1.6973435;-0.06373294;0.17111047;-0.36148128;-0.007503812;0.03399731;-0.09628346
Ni/TiSiO2gr;-0.84805226;-0.15171118;-2.3152664;-0.7013685;-0.44863212;0.29969534;-0.54708976;0.058199327;0.1742656;0.24379279
Ni/TiSiO2sg;-0.45744193;-0.31322598;-1.8155464;-1.0020618;-0.77319443;0.18652478;-0.72678953;0.0752746;0.2837623;0.11970022
Ni/Y-Al2O3;0.7392191;0.92224866;-0.58851814;0.22943775;0.09369422;-0.59761465;0.09220753;0.19929609;0.43191046;0.6010622
Ni/Zr;-2.776886;-0.8126691;1.0002471;0.8482455;-1.1538433;0.09329609;0.2889709;-0.00248174;0.31303152;0.11798282
Ni/Zr-DC;1.5262609;-0.7243865;0.45943192;0.6572247;-0.124555826;-0.1711375;0.8867525;0.7320138;0.26761502;-0.09270983
Ni/ZrO2;-0.7034531;0.7841619;-1.7191465;1.4531946;0.3407096;0.089376785;0.050808758;0.12146259;0.34532475;0.07639623
Ni/ZrO2-Al2O3 (PM);0.38046333;0.7700763;-0.23327152;-0.495971;0.71867967;-0.08985367;0.26917383;-0.483676;0.53307724;-0.2016143
Ni/ZrO2-Al2O3 (PS);-0.03404888;0.56252265;-0.7389538;-0.89832103;0.53341615;-0.078216314;-0.029014925;-0.7084252;0.6053647;-0.27315232
Ni/ZrO2-Al2O3 (UH);-0.1895;1.5158762;-0.5252204;0.096593395;0.53238255;0.059858672;0.13958542;-0.37750757;0.28464016;0.10768226
