Ratio of CH4 in Feed,Reaction Temperature,Ni Loading,Reaction Time,Pore Size,Pore Volume,Surface Area,H2-TPR Peak Temperature,Ni Particle Size,GHSV,CH4 Conversion,CO2 Conversion,Syngas_Ratio,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
0.25,700.0,9.6,12.0,11.741,0.327,23.5,338.0,13.2,96000.0,45.8,62.243,0.73,0.7073649,0.72960085,-0.7106551,-0.25285026,0.15284435,0.09530821,-0.80093,0.43818542,0.14947236,0.19928995
0.5,750.0,3.97,72.0,4.5,0.94,710.0,750.0,49.9,50000.0,61.0,59.0,0.35,1.1293554,-1.0374808,0.9816967,1.5333796,0.22093552,-0.35937312,-0.5499202,-0.31845772,0.13453038,-0.30581543
0.1,700.0,20.0,6.0,19.0,0.5,120.0,829.0,8.0,20000.0,73.48,75.21,0.897,1.1293552,-1.037481,0.981696,1.5333797,0.22093564,-0.35937336,-0.5499195,-0.31845778,0.13453117,-0.30581498
0.4,750.0,17.4,12.0,12.4,0.62,516.0,790.0,9.0,30000.0,83.0,90.0,0.95,2.124169,-0.29092094,1.185911,0.31370077,0.026052587,0.07131759,-0.3997683,-0.1568666,0.21236987,0.3036555
0.4,750.0,16.5,12.0,12.4,0.62,309.0,790.0,12.0,30000.0,84.0,91.0,0.94,1.8302963,-0.090357624,1.3624316,0.38315997,0.062828526,-0.16620576,-0.55108684,-0.22554998,0.38037884,0.13545825
0.4,750.0,22.2,12.0,12.4,0.62,440.0,790.0,15.0,30000.0,85.0,91.0,0.94,1.910979,-0.15436547,1.3606896,0.32044354,0.24033391,-0.22271697,-0.43173152,-0.24487406,0.16161048,0.12669401
0.4,750.0,27.9,12.0,12.4,0.62,288.0,790.0,14.0,30000.0,88.0,89.0,0.86,1.7264165,0.24448745,1.3438644,-0.13615385,0.59998256,-0.044349574,-0.5040939,-0.39402738,0.061428394,-0.04570904
0.4,750.0,30.8,12.0,12.4,0.62,342.0,790.0,18.0,30000.0,84.0,86.0,0.85,2.0221965,0.04021709,1.2520294,0.020376598,0.39629233,-0.055069458,-0.43900663,-0.3123679,-0.0519604,-0.07535834
0.5,750.0,3.83,72.0,5.4,1.01,625.0,590.0,20.1,50000.0,78.0,79.0,0.58,1.8232309,-0.97082835,0.22372566,0.8841515,0.6346936,-0.08595412,-0.4043351,-0.000374938,0.180285,-0.22619283
0.5,750.0,4.24,72.0,5.4,0.82,500.0,397.0,71.1,50000.0,9.0,5.0,0.01,2.0428987,-1.561289,0.76079965,0.3567709,0.56212693,0.182209,0.64213777,-0.06702385,-0.06548049,0.031559013
0.45,800.0,11.5,25.0,5.6,0.38,175.5,640.0,12.9,48000.0,57.44,69.9,0.88,2.0428987,-1.561289,0.76079965,0.3567709,0.56212693,0.182209,0.64213777,-0.06702385,-0.06548049,0.031559013
0.45,800.0,11.5,50.0,5.6,0.38,175.5,640.0,12.9,48000.0,56.41,68.4,0.875,2.0428987,-1.561289,0.76079965,0.3567709,0.56212693,0.182209,0.64213777,-0.06702385,-0.06548049,0.031559013
0.2,650.0,10.1,2.5,8.71,0.61,282.34,789.0,19.0,30000.0,38.0,55.0,0.802,1.0545219,0.70593303,-0.23902634,0.2230144,0.33725208,-0.32295159,-0.023210926,-0.1398066,-0.17349015,0.14162591
0.2,750.0,10.1,2.5,8.71,0.61,282.34,789.0,19.0,30000.0,71.0,82.0,1.015,1.0545219,0.70593303,-0.23902634,0.2230144,0.33725208,-0.32295159,-0.023210926,-0.1398066,-0.17349015,0.14162591
0.2,450.0,10.1,2.5,8.71,0.61,282.34,789.0,19.0,30000.0,1.0,2.0,0.35,1.0545219,0.70593303,-0.23902634,0.2230144,0.33725208,-0.32295159,-0.023210926,-0.1398066,-0.17349015,0.14162591
0.2,550.0,10.1,2.5,8.71,0.61,282.34,789.0,19.0,30000.0,10.0,19.0,0.545,1.0545219,0.70593303,-0.23902634,0.2230144,0.33725208,-0.32295159,-0.023210926,-0.1398066,-0.17349015,0.14162591
0.5,700.0,20.0,20.0,2.8,0.79,747.4,670.0,16.1,36000.0,42.0,51.8,1.28,2.2608254,-1.1474562,0.9135296,0.29226664,-0.018949585,0.087739505,0.23214005,0.005234951,0.2152439,0.10547389
0.5,700.0,20.0,20.0,2.78,0.79,542.9,464.0,4.11,36000.0,67.5,68.4,1.24,2.4736183,-1.2666212,0.87519825,-0.017385077,0.31692424,-0.20661353,0.35593393,0.25804913,0.2158736,0.085707225
0.5,700.0,20.0,20.0,2.6,0.79,747.4,715.0,10.84,36000.0,63.0,64.5,1.36,2.0571432,-1.076861,0.09202064,0.49846444,0.3223718,0.29963186,-0.16563289,-0.09730528,0.06925693,0.17768446
0.5,700.0,20.0,20.0,2.7,0.79,747.4,360.0,4.53,36000.0,71.5,70.3,1.256,2.3417346,-1.258122,0.43297148,0.0909166,0.6206545,0.088071644,-0.12913953,0.03179955,0.0125419805,0.07239353
0.1,750.0,15.0,5.0,28.0,0.1,13.0,432.0,9.8,20000.0,46.29,55.6,0.69,2.0675232,-1.2268314,0.97500926,0.27721012,0.48726547,-0.31623313,-0.16875184,0.5059404,0.084736675,-0.25402743
0.15,650.0,10.0,24.0,11.2,0.06,11.4,352.0,26.0,60000.0,48.0,61.3,0.64,-0.6613224,-1.0963073,1.2838326,0.663607,-0.0388392,-0.23002207,-0.5256023,-0.23422053,-0.9552084,0.48351118
0.15,650.0,10.0,12.0,11.2,0.06,11.4,352.0,26.0,60000.0,49.5,62.0,0.64,-0.6613224,-1.0963073,1.2838326,0.663607,-0.0388392,-0.23002207,-0.5256023,-0.23422053,-0.9552084,0.48351118
0.15,650.0,10.0,12.0,13.8,0.07,12.2,392.0,10.0,60000.0,50.6,64.0,0.63,0.1024524,-0.046808336,1.3758136,0.2717294,-0.1755645,-0.60748804,-0.5306739,-0.61471504,-0.6038946,0.42189023
0.15,650.0,10.0,24.0,13.8,0.07,12.2,392.0,10.0,60000.0,49.0,63.6,0.63,0.1024524,-0.046808336,1.3758136,0.2717294,-0.1755645,-0.60748804,-0.5306739,-0.61471504,-0.6038946,0.42189023
0.33,600.0,20.0,4.0,2.66,1.66,661.0,400.0,9.7,36000.0,0.28,0.39,0.63,0.85007983,-0.019962624,0.8446842,0.3251817,-0.57517207,-0.19680837,-0.49112347,-0.33776605,-0.44777006,0.5234271
0.5,800.0,10.0,6.0,17.35,0.15,35.0,758.0,13.9,30000.0,86.0,91.15,0.8,1.9693382,-1.2788771,0.4604679,0.5293549,0.78354836,-0.1390132,-0.21539156,-0.061305337,-0.1280292,-0.38751206
0.5,800.0,10.0,6.0,15.87,0.18,45.0,794.0,11.8,30000.0,93.73,87.79,1.24,1.8217559,-1.3719436,0.30737132,0.7790577,0.80686504,-0.012892797,-0.18206097,-0.13055156,-0.008900507,-0.22051477
0.5,800.0,10.0,6.0,19.03,0.25,52.0,800.0,9.3,30000.0,91.5,80.8,1.28,1.9786248,-1.3255684,0.4667224,0.643015,0.81007653,-0.1205615,-0.2784163,0.031174738,0.01598177,-0.40286627
0.4,700.0,3.6,0.2,6.733,0.72,500.0,674.0,9.0,30000.0,65.0,77.0,0.87,1.1292602,-1.0320811,0.9816343,1.521709,0.21148038,-0.36555737,-0.55257976,-0.3185245,0.12464764,-0.3091136
0.4,700.0,3.6,12.0,6.733,0.72,500.0,674.0,9.0,30000.0,64.0,76.0,0.86,1.1292602,-1.0320811,0.9816343,1.521709,0.21148038,-0.36555737,-0.55257976,-0.3185245,0.12464764,-0.3091136
0.25,750.0,23.1,20.0,8.0,0.49,171.0,751.0,12.83,96000.0,84.8,87.3,0.857,1.1292602,-1.0320811,0.9816343,1.521709,0.21148038,-0.36555737,-0.55257976,-0.3185245,0.12464764,-0.3091136
0.25,750.0,23.1,60.0,8.0,0.49,171.0,751.0,12.83,96000.0,80.8,85.0,0.816,1.1292602,-1.0320811,0.9816343,1.521709,0.21148038,-0.36555737,-0.55257976,-0.3185245,0.12464764,-0.3091136
0.25,750.0,23.1,40.0,8.0,0.49,171.0,751.0,12.83,96000.0,83.7,86.7,0.827,1.1292602,-1.0320811,0.9816343,1.521709,0.21148038,-0.36555737,-0.55257976,-0.3185245,0.12464764,-0.3091136
0.5,600.0,3.47,20.0,12.7,0.082,34.77,385.0,3.9,200000.0,11.1,14.97,0.53,1.2204762,-0.3356515,0.54442114,-0.6987961,0.9831882,0.012659588,0.40638945,0.2511161,-0.052643903,0.3262636
0.5,600.0,3.47,10.0,12.7,0.082,34.77,385.0,3.9,200000.0,11.1,14.97,0.53,1.2204762,-0.3356515,0.54442114,-0.6987961,0.9831882,0.012659588,0.40638945,0.2511161,-0.052643903,0.3262636
0.5,600.0,3.32,20.0,14.7,0.092,26.43,385.0,3.8,200000.0,15.439,19.99,0.59,1.1133814,-0.5641157,0.44297302,-0.778026,1.0269792,0.19832581,0.28733295,0.17398366,-0.39646202,0.076685935
0.5,600.0,3.32,10.0,14.7,0.092,26.43,385.0,3.8,200000.0,16.153,20.392,0.59,1.1133814,-0.5641157,0.44297302,-0.778026,1.0269792,0.19832581,0.28733295,0.17398366,-0.39646202,0.076685935
0.5,600.0,3.47,20.0,16.8,0.098,29.67,382.0,3.7,200000.0,15.53,19.587,0.58,0.93710625,-0.767734,0.6686489,-0.52509433,1.0652322,0.22478774,0.06988801,0.12758903,-0.0692564,0.2556755
0.5,600.0,3.47,10.0,16.8,0.098,29.67,382.0,3.7,200000.0,15.903,19.121,0.58,0.93710625,-0.767734,0.6686489,-0.52509433,1.0652322,0.22478774,0.06988801,0.12758903,-0.0692564,0.2556755
0.5,600.0,3.81,20.0,15.2,0.12,31.52,400.0,4.0,200000.0,9.576,15.157,0.48,1.6558216,-0.69582796,-0.22190362,-0.20953703,0.37929854,0.13107091,0.1942612,0.18057063,-0.23806243,0.3832657
0.5,600.0,3.81,10.0,15.2,0.12,31.52,400.0,4.0,200000.0,9.473,14.696,0.48,1.6558216,-0.69582796,-0.22190362,-0.20953703,0.37929854,0.13107091,0.1942612,0.18057063,-0.23806243,0.3832657
0.5,750.0,4.5,24.0,4.44,0.42,407.0,569.0,3.4,14400.0,64.18,66.22,0.94,1.6118659,0.676474,0.15933329,-0.21238974,-0.1955304,-0.3646366,-0.4777778,0.019869665,0.16609338,0.14418894
0.5,750.0,4.5,12.0,4.44,0.42,407.0,569.0,3.4,14400.0,73.03,75.37,0.91,1.6118659,0.676474,0.15933329,-0.21238974,-0.1955304,-0.3646366,-0.4777778,0.019869665,0.16609338,0.14418894
0.5,750.0,5.0,24.0,1.0,0.16,256.0,616.0,3.3,14400.0,19.55,9.51,0.59,1.748321,-0.34350914,-0.84383285,-0.243122,-0.017879851,0.0244378,-0.3044535,-0.1265057,-0.17306297,-0.20118967
0.5,750.0,5.0,12.0,1.0,0.16,256.0,616.0,3.3,14400.0,30.98,30.0,0.61,1.748321,-0.34350914,-0.84383285,-0.243122,-0.017879851,0.0244378,-0.3044535,-0.1265057,-0.17306297,-0.20118967
0.5,750.0,4.7,12.0,16.35,0.56,190.0,693.0,3.1,14400.0,80.04,84.15,0.93,1.9678528,-0.21853253,-0.46917138,-0.18652268,-0.013384173,-0.21024068,-0.5628214,0.014415504,-0.003814045,-0.026209524
0.5,750.0,4.7,24.0,16.35,0.56,190.0,693.0,3.1,14400.0,78.59,81.22,0.93,1.9678528,-0.21853253,-0.46917138,-0.18652268,-0.013384173,-0.21024068,-0.5628214,0.014415504,-0.003814045,-0.026209524
0.47,500.0,5.0,0.5,7.9,0.05,22.8,445.0,17.3,3600.0,23.9,25.5,0.93,1.3201554,-1.4252626,0.49724978,0.76002145,0.4221991,0.6210901,0.09278891,-0.7568135,0.2926754,-0.09681565
0.47,700.0,5.0,0.5,7.9,0.05,22.8,445.0,17.3,3600.0,87.1,79.8,1.08,1.3201554,-1.4252626,0.49724978,0.76002145,0.4221991,0.6210901,0.09278891,-0.7568135,0.2926754,-0.09681565
0.47,800.0,5.0,0.5,7.9,0.05,22.8,445.0,17.3,3600.0,96.6,92.4,0.97,1.3201554,-1.4252626,0.49724978,0.76002145,0.4221991,0.6210901,0.09278891,-0.7568135,0.2926754,-0.09681565
0.47,600.0,5.0,0.5,7.9,0.05,22.8,445.0,17.3,3600.0,69.4,54.6,1.2,1.3201554,-1.4252626,0.49724978,0.76002145,0.4221991,0.6210901,0.09278891,-0.7568135,0.2926754,-0.09681565
0.47,600.0,5.0,0.5,13.1,0.18,53.9,365.0,23.7,3600.0,24.7,34.3,0.59,0.78996265,-1.1675311,-0.9883704,0.25086433,0.42812315,0.15761454,-0.70251876,-0.5482432,-0.026022831,-0.0829404
0.47,800.0,5.0,0.5,13.1,0.18,53.9,365.0,23.7,3600.0,85.4,89.9,0.92,0.78996265,-1.1675311,-0.9883704,0.25086433,0.42812315,0.15761454,-0.70251876,-0.5482432,-0.026022831,-0.0829404
0.47,500.0,5.0,0.5,13.1,0.18,53.9,365.0,23.7,3600.0,10.3,18.6,0.56,0.78996265,-1.1675311,-0.9883704,0.25086433,0.42812315,0.15761454,-0.70251876,-0.5482432,-0.026022831,-0.0829404
0.47,700.0,5.0,0.5,13.1,0.18,53.9,365.0,23.7,3600.0,58.9,67.5,0.83,0.78996265,-1.1675311,-0.9883704,0.25086433,0.42812315,0.15761454,-0.70251876,-0.5482432,-0.026022831,-0.0829404
0.5,800.0,6.7,10.0,37.0,0.47,43.0,750.0,5.6,18000.0,86.64,89.59,0.92,1.4111992,0.5281837,-0.9673916,-0.2753132,-0.100094736,0.11721137,-0.43926868,0.25247145,0.3568396,0.12864669
0.5,800.0,6.7,20.0,37.0,0.47,43.0,750.0,5.6,18000.0,82.94,86.3,0.85,1.4111992,0.5281837,-0.9673916,-0.2753132,-0.100094736,0.11721137,-0.43926868,0.25247145,0.3568396,0.12864669
0.5,800.0,6.3,10.0,35.0,0.58,89.0,690.0,3.4,18000.0,92.32,94.52,0.99,1.864114,0.53218913,-0.5591686,-0.023839155,0.016050639,0.19641747,-0.33934277,0.2799608,0.2202326,0.29582286
0.5,800.0,6.3,20.0,35.0,0.58,89.0,690.0,3.4,18000.0,91.19,94.8,0.98,1.864114,0.53218913,-0.5591686,-0.023839155,0.016050639,0.19641747,-0.33934277,0.2799608,0.2202326,0.29582286
0.33,800.0,18.6,75.0,1.71,0.49,61.0,493.0,34.0,36000.0,89.93,95.25,0.82,1.9468523,0.13608848,0.4461733,-0.24574585,0.54960704,0.3728251,-0.36761677,0.27100843,0.070070535,0.3834678
0.33,800.0,18.6,100.0,1.71,0.49,61.0,493.0,34.0,36000.0,89.73,95.0,0.81,1.9468523,0.13608848,0.4461733,-0.24574585,0.54960704,0.3728251,-0.36761677,0.27100843,0.070070535,0.3834678
0.33,800.0,18.6,25.0,1.71,0.49,61.0,493.0,34.0,36000.0,91.05,95.25,0.81,1.9468523,0.13608848,0.4461733,-0.24574585,0.54960704,0.3728251,-0.36761677,0.27100843,0.070070535,0.3834678
0.33,800.0,18.6,50.0,1.71,0.49,61.0,493.0,34.0,36000.0,89.65,95.25,0.84,1.9468523,0.13608848,0.4461733,-0.24574585,0.54960704,0.3728251,-0.36761677,0.27100843,0.070070535,0.3834678
0.33,800.0,18.6,10.0,1.71,0.49,61.0,493.0,34.0,1440000.0,,,0.8,1.9468523,0.13608848,0.4461733,-0.24574585,0.54960704,0.3728251,-0.36761677,0.27100843,0.070070535,0.3834678
0.33,800.0,13.8,10.0,1.37,0.11,38.0,723.0,42.0,1440000.0,,,0.41,2.0910408,0.027835773,0.55805516,-0.12165683,0.38972297,0.36950088,-0.31434354,0.2759718,-0.1193337,0.3676972
0.33,800.0,29.5,10.0,1.58,0.42,77.0,577.0,28.9,1440000.0,,,0.86,2.1471062,-0.23040095,0.30790353,-0.1319097,0.4370504,0.39138898,-0.27104115,-0.14449222,0.02538096,0.25364235
0.1,850.0,5.5,0.5,13.1,0.1,62.0,510.0,7.5,20000.0,83.4,89.6,0.89,-3.18403,0.725403,0.76117516,-0.21750896,0.7613229,-0.20371205,0.16777469,0.3068842,-1.2554873,0.033008296
0.1,550.0,5.5,0.5,13.1,0.1,62.0,510.0,7.5,20000.0,5.8,7.7,0.37,-3.18403,0.725403,0.76117516,-0.21750896,0.7613229,-0.20371205,0.16777469,0.3068842,-1.2554873,0.033008296
0.1,600.0,5.5,0.5,13.1,0.1,62.0,510.0,7.5,20000.0,11.2,16.8,0.48,-3.18403,0.725403,0.76117516,-0.21750896,0.7613229,-0.20371205,0.16777469,0.3068842,-1.2554873,0.033008296
0.1,650.0,5.5,0.5,13.1,0.1,62.0,510.0,7.5,20000.0,20.6,28.5,0.58,-3.18403,0.725403,0.76117516,-0.21750896,0.7613229,-0.20371205,0.16777469,0.3068842,-1.2554873,0.033008296
0.1,700.0,5.5,0.5,13.1,0.1,62.0,510.0,7.5,20000.0,35.9,45.5,0.69,-3.18403,0.725403,0.76117516,-0.21750896,0.7613229,-0.20371205,0.16777469,0.3068842,-1.2554873,0.033008296
0.1,750.0,5.5,0.5,13.1,0.1,62.0,510.0,7.5,20000.0,54.7,64.2,0.78,-3.18403,0.725403,0.76117516,-0.21750896,0.7613229,-0.20371205,0.16777469,0.3068842,-1.2554873,0.033008296
0.1,800.0,5.5,0.5,13.1,0.1,62.0,510.0,7.5,20000.0,71.5,79.3,0.85,-3.18403,0.725403,0.76117516,-0.21750896,0.7613229,-0.20371205,0.16777469,0.3068842,-1.2554873,0.033008296
0.15,800.0,5.0,4.167,20.9,0.62,128.7,782.0,6.2,108000.0,95.3,98.7,0.99,-0.13565545,0.9181991,-0.15283301,0.2843574,-0.19939259,-0.4304853,0.3083467,-0.47782823,0.4043844,-0.19769074
0.45,800.0,5.0,4.167,20.9,0.62,128.7,782.0,6.2,216000.0,78.8,83.5,0.97,-0.13565545,0.9181991,-0.15283301,0.2843574,-0.19939259,-0.4304853,0.3083467,-0.47782823,0.4043844,-0.19769074
0.15,800.0,5.0,4.167,11.1,0.23,80.7,783.0,10.2,108000.0,91.5,93.4,0.99,-1.6687661,-0.12528418,-0.44193217,-0.06688765,-0.2781418,-0.15797542,-0.51114875,0.01350982,0.7163996,-0.1570128
0.45,800.0,5.0,4.167,11.1,0.23,80.7,783.0,10.2,216000.0,72.1,76.8,0.95,-1.6687661,-0.12528418,-0.44193217,-0.06688765,-0.2781418,-0.15797542,-0.51114875,0.01350982,0.7163996,-0.1570128
0.15,800.0,5.0,4.167,7.0,0.23,99.9,792.0,16.0,108000.0,90.1,93.3,0.95,-0.27156493,0.45365515,-1.0841496,-0.38547847,-0.4465717,-0.43961245,-0.02148326,-0.3496786,0.43608388,-0.15866108
0.45,800.0,5.0,4.167,7.0,0.23,99.9,792.0,16.0,216000.0,57.5,61.0,0.84,-0.27156493,0.45365515,-1.0841496,-0.38547847,-0.4465717,-0.43961245,-0.02148326,-0.3496786,0.43608388,-0.15866108
0.5,750.0,10.77,7.0,4.05,0.2,60.0,660.0,29.4,14000.0,43.84,70.04,0.81,-2.2703457,0.13632621,-0.115312085,-0.088030614,0.43590203,-0.38060048,0.36517283,-0.4300646,0.5127903,0.2050095
0.5,750.0,11.0,7.0,4.6,0.2,60.0,660.0,29.4,14000.0,63.37,71.89,0.89,-2.7969148,-0.75254625,0.38647905,-0.22734322,-0.6316368,0.38067454,0.20654237,-0.28966922,-0.08825821,-0.026471868
0.5,700.0,15.0,30.0,3.9,0.26,363.0,400.0,8.5,72000.0,62.9,59.9,0.96,-0.9391391,-1.0556194,-1.86245,-0.7080954,-0.81241345,0.674671,-0.23486425,-0.16856988,0.19095562,0.35454994
0.5,700.0,15.0,15.0,3.9,0.26,363.0,400.0,8.5,72000.0,65.74,64.32,0.99,-0.9391391,-1.0556194,-1.86245,-0.7080954,-0.81241345,0.674671,-0.23486425,-0.16856988,0.19095562,0.35454994
0.33,800.0,10.0,6.0,25.1,0.24,41.0,340.0,20.6,36000.0,78.42,80.45,0.91,-1.7409315,0.7942199,-0.41285244,0.86410683,0.91158515,0.27755544,-0.5434159,0.056087434,0.29595453,-0.08474934
0.33,800.0,10.0,30.0,26.7,0.26,48.0,302.0,20.3,36000.0,88.62,91.19,0.96,-2.1254458,0.5834804,0.22684233,0.47494072,0.20835495,-0.15093368,-0.6226186,-0.39410654,0.15946516,-0.4174819
0.33,800.0,10.0,15.0,26.7,0.26,48.0,302.0,20.3,36000.0,91.56,92.66,1.0,-2.1254458,0.5834804,0.22684233,0.47494072,0.20835495,-0.15093368,-0.6226186,-0.39410654,0.15946516,-0.4174819
0.33,800.0,10.0,6.0,26.7,0.26,48.0,302.0,20.3,36000.0,95.11,93.08,0.99,-2.1254458,0.5834804,0.22684233,0.47494072,0.20835495,-0.15093368,-0.6226186,-0.39410654,0.15946516,-0.4174819
0.5,800.0,5.0,10.0,9.9,0.73,220.0,413.0,11.75,15000.0,97.4,97.3,1.14,-3.2537656,-1.14548,0.82917756,-0.6954509,-0.0014883857,-1.5601915,-0.35408005,0.35069653,0.10745085,-0.48397747
0.5,700.0,15.0,15.0,3.9,0.25,321.0,425.0,7.9,72000.0,78.53,76.95,0.99,-1.172802,-0.38159028,0.40202826,-0.2501598,-1.037874,-1.086808,-0.20189604,-0.18210685,0.31083438,-0.40064275
0.5,700.0,15.0,30.0,3.9,0.25,321.0,425.0,7.9,72000.0,76.16,74.74,0.96,-1.172802,-0.38159028,0.40202826,-0.2501598,-1.037874,-1.086808,-0.20189604,-0.18210685,0.31083438,-0.40064275
0.5,750.0,10.77,7.0,7.9,0.32,64.0,670.0,25.6,14000.0,70.97,80.91,0.87,-2.425582,-0.9875046,2.019517,-0.07144759,-0.6505164,-0.4620265,0.04630995,0.07835227,0.5673885,-0.4374119
0.167,800.0,10.0,8.0,11.208,0.02,4.17,371.2,42.7,4662.0,1.87,16.77,0.38,-1.9007527,0.90797925,-0.23696354,0.16746294,1.1324832,-0.6690814,0.49534363,0.37044895,0.38599452,0.9675295
0.33,800.0,10.0,6.0,22.6,0.23,39.0,325.0,20.5,36000.0,86.15,87.38,1.05,-2.1055567,0.79982907,-1.1860728,0.82964593,1.1774999,-0.2500337,-0.25227943,-0.08450757,0.586827,0.15462266
0.5,700.0,15.0,15.0,3.9,0.25,320.0,447.0,7.1,72000.0,80.42,79.63,1.0,-0.7351469,-0.14084195,-0.6371767,-0.58732116,-0.48522043,-1.440325,0.4286113,-0.42871547,0.56052136,0.0628308
0.5,700.0,15.0,30.0,3.9,0.25,320.0,447.0,7.1,72000.0,78.21,76.47,0.99,-0.7351469,-0.14084195,-0.6371767,-0.58732116,-0.48522043,-1.440325,0.4286113,-0.42871547,0.56052136,0.0628308
0.5,750.0,10.5,7.0,25.7,0.27,55.0,584.0,32.1,14000.0,77.48,90.99,0.96,-1.9261847,-0.20286283,0.94523174,-0.27588114,-0.33212078,-0.79401755,0.38295287,-0.51272655,1.046028,0.33672965
0.5,700.0,15.0,30.0,4.0,0.23,241.0,394.0,14.9,72000.0,59.11,57.21,0.92,-0.0010647526,-0.5308021,0.46585828,-0.95410025,-0.4619722,-0.5938296,-0.3272911,-0.68579334,0.65780187,-0.12433115
0.5,700.0,15.0,15.0,4.0,0.23,241.0,394.0,14.9,72000.0,72.84,68.26,0.97,-0.0010647526,-0.5308021,0.46585828,-0.95410025,-0.4619722,-0.5938296,-0.3272911,-0.68579334,0.65780187,-0.12433115
0.5,800.0,5.0,10.0,10.7,0.61,214.0,402.0,11.22,15000.0,92.8,90.8,1.07,-3.296094,-1.1957973,-0.6645001,-0.038314186,0.9994447,-2.0302234,-0.26410595,0.27282858,0.44553792,-0.5445574
0.5,800.0,5.0,10.0,10.32,0.86,250.0,377.0,14.24,15000.0,94.3,93.2,1.09,-3.296094,-1.1957973,-0.6645001,-0.038314186,0.9994447,-2.0302234,-0.26410595,0.27282858,0.44553792,-0.5445574
0.5,700.0,15.0,15.0,3.9,0.25,319.0,553.0,5.8,72000.0,81.68,81.21,1.0,-1.3542491,-0.24682878,-0.5026805,-0.20099121,-0.58614534,-1.6687903,0.43623552,-0.5587591,0.094691016,-0.2456092
0.5,700.0,15.0,30.0,3.9,0.25,319.0,553.0,5.8,72000.0,79.0,79.79,1.0,-1.3542491,-0.24682878,-0.5026805,-0.20099121,-0.58614534,-1.6687903,0.43623552,-0.5587591,0.094691016,-0.2456092
0.5,750.0,10.8,4.0,29.8,0.28,37.0,670.0,47.7,14000.0,65.81,88.86,1.0,-2.5434902,0.022851495,0.99681383,0.2900469,-0.53267354,-0.761924,0.15592153,-0.56572235,-0.09001508,-0.35081798
0.33,800.0,10.0,6.0,22.5,0.21,54.0,356.0,22.9,36000.0,67.0,71.9,0.9,-1.8547488,0.6592881,-1.5148865,0.55049443,0.7708988,0.34877846,-0.5206308,-0.34037837,0.018845124,0.0024786273
0.5,700.0,15.0,30.0,3.9,0.24,312.0,548.0,6.6,72000.0,80.0,77.26,0.99,-1.264716,-0.19404165,-0.30551827,-0.60261106,-0.6549601,-0.34332728,0.31441873,-0.59705645,-0.67901844,-0.033004906
0.5,700.0,15.0,15.0,3.9,0.24,312.0,548.0,6.6,72000.0,81.37,79.63,1.01,-1.264716,-0.19404165,-0.30551827,-0.60261106,-0.6549601,-0.34332728,0.31441873,-0.59705645,-0.67901844,-0.033004906
0.167,800.0,10.0,8.0,11.208,0.021,4.77,380.0,42.7,4662.0,5.71,23.38,0.5,-1.0587898,0.9347039,-0.7030975,0.007904859,0.395803,-0.35491934,0.33758333,0.047026414,-0.08469121,0.45215753
0.5,700.0,15.0,30.0,3.9,0.22,299.0,448.0,7.4,72000.0,78.21,75.84,0.98,-1.9225181,-0.8400014,-0.734876,-0.23652866,-0.16346186,-0.48547605,0.61872065,-0.36344802,-0.5184884,-0.03785633
0.5,700.0,15.0,15.0,3.9,0.22,299.0,448.0,7.4,72000.0,80.26,77.58,1.0,-1.9225181,-0.8400014,-0.734876,-0.23652866,-0.16346186,-0.48547605,0.61872065,-0.36344802,-0.5184884,-0.03785633
0.5,800.0,5.0,10.0,9.68,0.77,241.0,384.0,12.4,15000.0,97.0,96.5,1.16,-3.4756262,-1.7121079,-0.8504822,-0.16756365,0.96071297,-1.5221967,0.124382965,0.8131129,0.254202,-0.3018364
0.333,700.0,5.0,10.0,12.2,0.451,140.0,820.0,12.4,18000.0,77.8,86.4,0.87,-0.22620633,1.1343678,-0.7181015,-0.061718695,0.47035387,-0.97174907,0.7644343,-0.012488508,0.6443659,0.7131625
0.333,700.0,9.56,50.0,13.33,0.66,156.0,825.0,9.4,18000.0,80.0,87.0,0.89,-0.22620633,1.1343678,-0.7181015,-0.061718695,0.47035387,-0.97174907,0.7644343,-0.012488508,0.6443659,0.7131625
0.2,700.0,5.91,0.5,3.794,0.135,38.0,498.0,18.15,24000.0,35.7,45.4,0.86,-0.22620633,1.1343678,-0.7181015,-0.061718695,0.47035387,-0.97174907,0.7644343,-0.012488508,0.6443659,0.7131625
0.2,650.0,5.91,0.5,3.794,0.135,38.0,498.0,18.15,24000.0,23.8,30.7,0.85,-0.22620633,1.1343678,-0.7181015,-0.061718695,0.47035387,-0.97174907,0.7644343,-0.012488508,0.6443659,0.7131625
0.2,550.0,5.91,0.5,12.2,0.451,38.0,498.0,18.15,24000.0,7.5,10.97,0.66,-0.22620633,1.1343678,-0.7181015,-0.061718695,0.47035387,-0.97174907,0.7644343,-0.012488508,0.6443659,0.7131625
0.2,600.0,5.91,0.5,3.794,0.135,38.0,498.0,18.15,24000.0,14.8,19.9,0.82,-0.22620633,1.1343678,-0.7181015,-0.061718695,0.47035387,-0.97174907,0.7644343,-0.012488508,0.6443659,0.7131625
