Ratio of CH4 in Feed,Reaction Temperature,Ni Loading,Reaction Time,Pore Size,Pore Volume,Surface Area,H2-TPR Peak Temperature,Ni Particle Size,GHSV,CH4 Conversion,CO2 Conversion,Syngas_Ratio,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
0.333,650.0,10.0,1.0,8.71,0.61,282.34,789.0,4.88,24000.0,32.8,72.3,1.25,1.4074836,0.96716577,0.2213291,0.27519697,-0.41522837,-0.36397687,0.23259334,0.2588831,-0.10530193,0.35142726
0.333,700.0,10.0,0.5,7.0,0.469,676.0,624.4,20.4,144000.0,40.0,56.0,0.572,2.1994956,0.05385212,0.6110548,0.030002464,-0.34196228,-0.28107077,0.49934068,0.21387388,-0.2786646,0.24504049
0.333,700.0,10.0,20.0,7.0,0.469,676.0,624.4,20.4,144000.0,22.0,35.0,0.552,2.1994956,0.05385212,0.6110548,0.030002464,-0.34196228,-0.28107077,0.49934068,0.21387388,-0.2786646,0.24504049
0.333,750.0,10.3,24.0,5.68,0.56,439.0,365.0,11.1,60000.0,47.0,65.0,0.733,2.0330029,-0.1554849,0.6723962,-0.3982104,-0.5765593,-0.05000877,0.2259834,-0.0026470374,-0.24870515,0.14026672
0.333,750.0,10.3,12.0,5.68,0.56,439.0,365.0,11.1,60000.0,49.0,63.98,0.73,2.0330029,-0.1554849,0.6723962,-0.3982104,-0.5765593,-0.05000877,0.2259834,-0.0026470374,-0.24870515,0.14026672
0.5,650.0,10.0,0.5,9.3,0.93,401.0,478.0,11.5,12000.0,37.0,50.7,0.62,1.5864439,-0.20875055,0.35942343,-0.5490099,-0.6084975,-0.010528367,0.46361008,-0.22357741,-0.4924582,0.24020046
0.5,700.0,10.0,0.5,9.3,0.93,401.0,478.0,11.5,12000.0,54.8,66.4,0.76,1.5864439,-0.20875055,0.35942343,-0.5490099,-0.6084975,-0.010528367,0.46361008,-0.22357741,-0.4924582,0.24020046
0.5,500.0,10.0,0.5,9.3,0.93,401.0,478.0,11.5,12000.0,0.5,8.0,0.0,1.5864439,-0.20875055,0.35942343,-0.5490099,-0.6084975,-0.010528367,0.46361008,-0.22357741,-0.4924582,0.24020046
0.5,550.0,10.0,0.5,9.3,0.93,401.0,478.0,11.5,12000.0,9.0,19.6,0.15,1.5864439,-0.20875055,0.35942343,-0.5490099,-0.6084975,-0.010528367,0.46361008,-0.22357741,-0.4924582,0.24020046
0.5,600.0,10.0,0.5,9.3,0.93,401.0,478.0,11.5,12000.0,22.5,35.2,0.48,1.5864439,-0.20875055,0.35942343,-0.5490099,-0.6084975,-0.010528367,0.46361008,-0.22357741,-0.4924582,0.24020046
0.333,700.0,10.0,0.5,7.2,0.265,339.0,624.4,20.4,144000.0,67.0,62.0,0.91,1.8772461,-0.14772345,-0.00432612,-0.075540215,-0.8307962,0.043900885,0.49879342,0.2685749,-0.24072078,0.070443854
0.333,700.0,10.0,20.0,7.2,0.265,339.0,624.4,20.4,144000.0,24.0,36.0,0.59,1.8772461,-0.14772345,-0.00432612,-0.075540215,-0.8307962,0.043900885,0.49879342,0.2685749,-0.24072078,0.070443854
0.167,650.0,10.0,10.0,1.3,0.041,24.0,500.0,17.4,30000.0,38.98,59.23,0.566,0.017855579,-0.07992917,-0.5389382,0.5040016,-1.3643166,0.92767644,0.1982278,0.30212516,-0.18479177,0.27869615
0.167,650.0,10.0,20.0,1.3,0.041,24.0,500.0,17.4,30000.0,30.51,51.1,0.456,0.017855579,-0.07992917,-0.5389382,0.5040016,-1.3643166,0.92767644,0.1982278,0.30212516,-0.18479177,0.27869615
0.4,750.0,10.0,10.0,9.6,0.3,108.0,908.0,7.6,60000.0,57.9,60.74,0.84,-0.06987912,1.564972,-0.581341,0.258777,-0.60526115,-0.34376377,0.10490751,0.25511047,0.0056455634,-0.15646364
0.4,750.0,10.0,20.0,9.6,0.3,108.0,908.0,7.6,60000.0,54.74,57.58,0.83,-0.06987912,1.564972,-0.581341,0.258777,-0.60526115,-0.34376377,0.10490751,0.25511047,0.0056455634,-0.15646364
0.4,750.0,10.0,60.0,9.6,0.3,108.0,908.0,7.6,60000.0,51.65,52.7,0.83,-0.06987912,1.564972,-0.581341,0.258777,-0.60526115,-0.34376377,0.10490751,0.25511047,0.0056455634,-0.15646364
0.4,750.0,10.0,80.0,9.6,0.3,108.0,908.0,7.6,60000.0,48.57,49.39,0.82,-0.06987912,1.564972,-0.581341,0.258777,-0.60526115,-0.34376377,0.10490751,0.25511047,0.0056455634,-0.15646364
0.4,750.0,10.0,100.0,9.6,0.3,108.0,908.0,7.6,60000.0,48.16,48.57,0.81,-0.06987912,1.564972,-0.581341,0.258777,-0.60526115,-0.34376377,0.10490751,0.25511047,0.0056455634,-0.15646364
0.4,750.0,10.0,40.0,9.6,0.3,108.0,908.0,7.6,60000.0,56.74,56.74,0.85,-0.06987912,1.564972,-0.581341,0.258777,-0.60526115,-0.34376377,0.10490751,0.25511047,0.0056455634,-0.15646364
0.5,700.0,10.0,5.0,14.33,0.21,58.99,450.0,21.3,12000.0,50.73,62.47,,-2.3076258,0.41983777,1.1483086,-1.3057395,0.95668304,0.75245064,-0.11396831,0.9580654,0.0771968,-0.48325714
0.5,700.0,10.0,5.0,15.6,0.19,48.43,460.0,10.0,12000.0,54.66,62.92,,-2.3076258,0.41983777,1.1483086,-1.3057395,0.95668304,0.75245064,-0.11396831,0.9580654,0.0771968,-0.48325714
0.5,700.0,10.0,5.0,14.32,0.18,50.83,472.0,11.5,12000.0,50.73,60.67,,-2.3076258,0.41983777,1.1483086,-1.3057395,0.95668304,0.75245064,-0.11396831,0.9580654,0.0771968,-0.48325714
0.5,700.0,10.0,5.0,16.42,0.15,36.92,445.0,16.2,12000.0,50.73,72.36,,-2.0043342,1.0496565,0.21860051,-0.88156706,0.68503386,0.85880584,0.12051559,0.5257059,-0.023141563,-0.538344
0.5,800.0,10.0,15.0,6.82,0.12,75.0,650.0,6.5,15000.0,91.76,92.97,0.96,0.9674429,-0.22848962,0.23163424,-0.8692581,-0.7236317,0.024753336,0.20148459,-0.077148624,-0.14839828,-0.15479414
0.5,800.0,10.0,15.0,6.82,0.12,75.0,650.0,6.5,15000.0,91.88,93.08,0.95,0.9674429,-0.22848962,0.23163424,-0.8692581,-0.7236317,0.024753336,0.20148459,-0.077148624,-0.14839828,-0.15479414
0.25,620.0,10.0,20.0,4.75,0.2,97.0,350.0,4.4,18000.0,70.46,44.6,0.58,0.017855534,-0.07992915,-0.53893834,0.5040015,-1.3643165,0.92767674,0.19822775,0.30212507,-0.18479168,0.27869612
0.25,620.0,10.0,10.0,4.75,0.2,97.0,350.0,4.4,18000.0,73.3,45.2,0.58,0.017855534,-0.07992915,-0.53893834,0.5040015,-1.3643165,0.92767674,0.19822775,0.30212507,-0.18479168,0.27869612
0.5,700.0,10.0,0.5,32.6,0.42,46.9,400.0,14.1,10000.0,80.1,81.5,0.94,-0.24111648,0.12836818,-0.7036532,0.73586553,-1.0168455,0.7135772,0.5791768,0.02000083,-0.45662433,0.29266998
0.5,700.0,10.0,0.5,9.3,0.93,401.0,471.0,10.6,12000.0,55.5,66.2,0.6,1.1525025,-0.06494511,0.21531068,-0.57312316,-1.0325423,0.03383856,0.18761732,-0.044697918,-0.29868954,0.19116147
0.5,650.0,10.0,0.5,9.3,0.93,401.0,471.0,10.6,12000.0,36.7,50.4,0.49,1.1525025,-0.06494511,0.21531068,-0.57312316,-1.0325423,0.03383856,0.18761732,-0.044697918,-0.29868954,0.19116147
0.5,600.0,10.0,0.5,9.3,0.93,401.0,471.0,10.6,12000.0,21.4,34.6,0.35,1.1525025,-0.06494511,0.21531068,-0.57312316,-1.0325423,0.03383856,0.18761732,-0.044697918,-0.29868954,0.19116147
0.5,550.0,10.0,0.5,9.3,0.93,401.0,471.0,10.6,12000.0,10.2,18.3,0.11,1.1525025,-0.06494511,0.21531068,-0.57312316,-1.0325423,0.03383856,0.18761732,-0.044697918,-0.29868954,0.19116147
0.5,500.0,10.0,0.5,9.3,0.93,401.0,471.0,10.6,12000.0,1.5,8.1,0.0,1.1525025,-0.06494511,0.21531068,-0.57312316,-1.0325423,0.03383856,0.18761732,-0.044697918,-0.29868954,0.19116147
0.5,700.0,10.0,1.0,14.0,0.19,143.8,584.0,5.7,36000.0,65.4,73.6,0.98,0.00944211,0.8547056,-1.0888722,-0.5871349,-0.9238631,0.56036884,0.34610015,-0.07330997,-0.13570642,-0.62288576
0.5,700.0,10.0,1.0,14.0,0.19,143.8,700.0,5.7,36000.0,65.4,73.6,0.98,0.00944211,0.8547056,-1.0888722,-0.5871349,-0.9238631,0.56036884,0.34610015,-0.07330997,-0.13570642,-0.62288576
0.5,700.0,10.0,4.0,14.0,0.19,143.8,584.0,5.7,36000.0,66.8,74.0,1.08,0.00944211,0.8547056,-1.0888722,-0.5871349,-0.9238631,0.56036884,0.34610015,-0.07330997,-0.13570642,-0.62288576
0.5,700.0,10.0,4.0,14.0,0.19,143.8,700.0,5.7,36000.0,66.8,74.0,1.08,0.00944211,0.8547056,-1.0888722,-0.5871349,-0.9238631,0.56036884,0.34610015,-0.07330997,-0.13570642,-0.62288576
0.5,700.0,10.0,0.5,10.6,0.47,172.0,645.0,5.1,12000.0,60.11,78.1,0.76,0.22809598,1.2863014,0.105880596,0.1591167,-0.6425546,-0.30191022,-0.13112146,0.09353854,-0.108597636,0.27486247
0.5,650.0,10.0,0.5,10.6,0.47,172.0,645.0,5.1,12000.0,41.06,65.6,0.71,0.22809598,1.2863014,0.105880596,0.1591167,-0.6425546,-0.30191022,-0.13112146,0.09353854,-0.108597636,0.27486247
0.5,600.0,10.0,0.5,10.6,0.47,172.0,645.0,5.1,12000.0,24.55,47.41,0.67,0.22809598,1.2863014,0.105880596,0.1591167,-0.6425546,-0.30191022,-0.13112146,0.09353854,-0.108597636,0.27486247
0.5,550.0,10.0,0.5,10.6,0.47,172.0,645.0,5.1,12000.0,9.74,40.13,0.65,0.22809598,1.2863014,0.105880596,0.1591167,-0.6425546,-0.30191022,-0.13112146,0.09353854,-0.108597636,0.27486247
0.333,750.0,9.5,24.0,5.0,0.36,314.0,335.0,14.6,60000.0,60.0,82.0,0.827,1.2350719,0.15628022,0.7050568,-0.50665313,-0.43089536,-0.23338407,-0.30124477,0.30692574,-0.22768973,-0.27738503
0.333,750.0,9.5,12.0,5.0,0.36,314.0,335.0,14.6,60000.0,61.333,85.05,0.834,1.2350719,0.15628022,0.7050568,-0.50665313,-0.43089536,-0.23338407,-0.30124477,0.30692574,-0.22768973,-0.27738503
0.167,650.0,7.0,20.0,1.1,0.07,25.0,710.0,40.2,30000.0,36.934,38.45,0.55,-1.0552797,0.49923894,-1.0722435,-0.9243858,-1.2823548,0.35064158,-0.44473645,-0.17581289,0.09124098,-0.38382292
0.167,650.0,7.0,10.0,1.1,0.07,25.0,710.0,40.2,30000.0,42.2,45.9,0.632,-1.0552797,0.49923894,-1.0722435,-0.9243858,-1.2823548,0.35064158,-0.44473645,-0.17581289,0.09124098,-0.38382292
0.333,750.0,9.9,12.0,5.3,0.46,377.0,335.0,6.1,60000.0,74.0,83.689,0.918,0.97661835,-0.5426695,0.3376026,-0.26051852,0.019859862,0.053852383,-0.33126605,0.20060036,-0.7654736,-0.31035408
0.333,750.0,9.9,24.0,5.3,0.46,377.0,335.0,6.1,60000.0,70.333,88.11,0.911,0.97661835,-0.5426695,0.3376026,-0.26051852,0.019859862,0.053852383,-0.33126605,0.20060036,-0.7654736,-0.31035408
0.5,800.0,4.66,50.0,6.8,0.52,137.0,764.0,12.0,72000.0,84.2,86.8,0.8,1.069336,1.4100059,-0.46508837,-0.22840033,0.03763971,0.10346409,-0.11939577,0.025149928,0.7883818,-0.14669971
0.5,600.0,4.66,50.0,6.8,0.52,137.0,764.0,12.0,72000.0,12.5,24.3,0.48,1.069336,1.4100059,-0.46508837,-0.22840033,0.03763971,0.10346409,-0.11939577,0.025149928,0.7883818,-0.14669971
0.5,700.0,4.66,50.0,6.8,0.52,137.0,764.0,12.0,72000.0,52.2,73.8,0.67,1.069336,1.4100059,-0.46508837,-0.22840033,0.03763971,0.10346409,-0.11939577,0.025149928,0.7883818,-0.14669971
0.5,700.0,11.0,10.0,3.3,0.174,208.0,552.0,3.0,24000.0,67.0,76.4,0.83,0.8565574,-0.23946798,-0.19755109,-0.23719816,0.0038193238,0.111484535,-0.42222747,0.14568688,0.043419987,-0.56149143
0.5,750.0,11.0,10.0,3.3,0.174,208.0,552.0,3.0,24000.0,79.0,91.2,0.88,0.8565574,-0.23946798,-0.19755109,-0.23719816,0.0038193238,0.111484535,-0.42222747,0.14568688,0.043419987,-0.56149143
0.5,800.0,11.0,10.0,3.3,0.174,208.0,552.0,3.0,24000.0,92.0,94.0,0.93,0.8565574,-0.23946798,-0.19755109,-0.23719816,0.0038193238,0.111484535,-0.42222747,0.14568688,0.043419987,-0.56149143
0.5,750.0,12.0,0.5,15.6,0.36,102.0,821.0,14.8,36000.0,75.6,79.8,,-0.35262126,1.638004,-0.042815488,0.05557476,-0.43311006,-0.50203437,-0.21903932,0.038276076,0.13850337,0.031963088
0.5,700.0,12.0,0.5,15.6,0.36,102.0,821.0,14.8,36000.0,67.0,70.3,,-0.35262126,1.638004,-0.042815488,0.05557476,-0.43311006,-0.50203437,-0.21903932,0.038276076,0.13850337,0.031963088
0.5,800.0,12.0,0.5,15.6,0.36,102.0,821.0,14.8,36000.0,79.5,82.8,0.88,-0.35262126,1.638004,-0.042815488,0.05557476,-0.43311006,-0.50203437,-0.21903932,0.038276076,0.13850337,0.031963088
0.5,650.0,12.0,0.5,15.6,0.36,102.0,821.0,14.8,36000.0,59.1,60.5,,-0.35262126,1.638004,-0.042815488,0.05557476,-0.43311006,-0.50203437,-0.21903932,0.038276076,0.13850337,0.031963088
0.5,600.0,12.0,0.5,15.6,0.36,102.0,821.0,14.8,36000.0,43.6,45.1,,-0.35262126,1.638004,-0.042815488,0.05557476,-0.43311006,-0.50203437,-0.21903932,0.038276076,0.13850337,0.031963088
0.5,600.0,12.0,0.5,15.4,1.05,233.0,865.0,9.5,36000.0,41.0,42.2,,0.50841576,1.0690787,0.68474543,0.065867424,-0.72886914,-0.6563922,-0.07554805,0.08394638,0.0021549084,0.5142129
0.5,750.0,12.0,0.5,15.4,1.05,233.0,865.0,9.5,36000.0,82.5,88.1,,0.50841576,1.0690787,0.68474543,0.065867424,-0.72886914,-0.6563922,-0.07554805,0.08394638,0.0021549084,0.5142129
0.5,700.0,12.0,0.5,15.4,1.05,233.0,865.0,9.5,36000.0,70.1,76.7,,0.50841576,1.0690787,0.68474543,0.065867424,-0.72886914,-0.6563922,-0.07554805,0.08394638,0.0021549084,0.5142129
0.5,650.0,12.0,0.5,15.4,1.05,233.0,865.0,9.5,36000.0,56.2,63.4,,0.50841576,1.0690787,0.68474543,0.065867424,-0.72886914,-0.6563922,-0.07554805,0.08394638,0.0021549084,0.5142129
0.5,800.0,12.0,0.5,15.4,1.05,233.0,865.0,9.5,36000.0,90.8,94.4,1.05,0.50841576,1.0690787,0.68474543,0.065867424,-0.72886914,-0.6563922,-0.07554805,0.08394638,0.0021549084,0.5142129
0.5,600.0,12.5,0.5,7.41,0.35,189.0,841.0,8.7,18000.0,39.7,47.2,0.9,1.4044355,0.8919948,0.24777222,-0.2732675,0.28777793,0.23912774,-0.20990019,-0.11708502,0.292978,-0.11476448
0.5,550.0,12.5,0.5,7.41,0.35,189.0,841.0,8.7,18000.0,25.2,28.7,0.78,1.4044355,0.8919948,0.24777222,-0.2732675,0.28777793,0.23912774,-0.20990019,-0.11708502,0.292978,-0.11476448
0.5,650.0,12.5,0.5,7.41,0.35,189.0,841.0,8.7,18000.0,55.6,65.4,0.9,1.4044355,0.8919948,0.24777222,-0.2732675,0.28777793,0.23912774,-0.20990019,-0.11708502,0.292978,-0.11476448
0.25,700.0,12.5,0.5,7.41,0.35,189.0,841.0,8.7,18000.0,98.2,52.8,0.63,1.4044355,0.8919948,0.24777222,-0.2732675,0.28777793,0.23912774,-0.20990019,-0.11708502,0.292978,-0.11476448
0.5,700.0,12.5,0.5,7.41,0.35,189.0,841.0,8.7,18000.0,70.5,78.9,0.92,1.4044355,0.8919948,0.24777222,-0.2732675,0.28777793,0.23912774,-0.20990019,-0.11708502,0.292978,-0.11476448
0.33,700.0,12.5,0.5,7.41,0.35,189.0,841.0,8.7,18000.0,90.2,63.1,0.76,1.4044355,0.8919948,0.24777222,-0.2732675,0.28777793,0.23912774,-0.20990019,-0.11708502,0.292978,-0.11476448
0.3,600.0,11.0,0.5,8.75,0.44,201.85,845.0,8.1,180000.0,49.515,42.14,0.625,-0.3965511,0.83913165,0.24322413,-0.09869616,-0.99582756,-0.13262062,-0.25042143,-0.4654997,-0.18246114,0.17093511
0.3,750.0,11.0,0.5,8.75,0.44,201.85,845.0,8.1,180000.0,89.126,86.4,0.917,-0.3965511,0.83913165,0.24322413,-0.09869616,-0.99582756,-0.13262062,-0.25042143,-0.4654997,-0.18246114,0.17093511
0.3,700.0,11.0,0.5,8.75,0.44,201.85,845.0,8.1,180000.0,80.583,74.757,0.828,-0.3965511,0.83913165,0.24322413,-0.09869616,-0.99582756,-0.13262062,-0.25042143,-0.4654997,-0.18246114,0.17093511
0.3,650.0,11.0,0.5,8.75,0.44,201.85,845.0,8.1,180000.0,67.379,59.223,0.731,-0.3965511,0.83913165,0.24322413,-0.09869616,-0.99582756,-0.13262062,-0.25042143,-0.4654997,-0.18246114,0.17093511
0.5,800.0,11.9,80.0,8.53,0.67,188.0,800.0,18.3,72000.0,89.0,89.1,,1.2015467,0.69233483,-0.03454012,-0.56467867,-0.33944285,-0.17702827,-0.07749688,-0.1479705,0.34631252,-0.1718221
0.5,800.0,11.9,20.0,8.53,0.67,188.0,800.0,15.6,72000.0,89.0,91.0,,1.2015467,0.69233483,-0.03454012,-0.56467867,-0.33944285,-0.17702827,-0.07749688,-0.1479705,0.34631252,-0.1718221
0.5,800.0,11.7,20.0,12.6,0.37,56.0,800.0,24.5,72000.0,57.0,71.0,,1.3862609,0.6548059,0.5103971,-0.20267305,0.040767968,0.032559447,0.19763002,-0.15590246,0.3741612,-0.170883
0.25,700.0,12.1,5.0,9.5,0.25,78.3,795.0,12.5,24000.0,82.0,84.5,0.92,0.35489306,-0.023462845,-0.7612322,-1.0633953,-0.9191694,-0.2712692,-0.6831407,-0.31294236,0.13755623,-0.37138128
0.25,700.0,11.8,1.5,7.6,0.5,212.0,710.0,12.8,24000.0,87.5,85.8,0.933,1.0677583,0.42787543,-0.42741987,-0.6957575,-1.006004,-0.17361061,0.057396658,-0.18536447,-0.1588635,0.21398462
0.25,700.0,11.8,5.0,15.5,0.29,58.1,728.0,8.6,24000.0,89.2,90.4,0.93,1.0677584,0.42787537,-0.42741987,-0.6957573,-1.0060039,-0.1736107,0.057396844,-0.18536457,-0.1588633,0.21398464
0.25,700.0,12.1,5.0,19.0,0.22,31.1,720.0,12.3,24000.0,72.0,79.2,0.89,1.3621413,0.19898301,-0.73928,-0.783112,-0.6077164,-0.088440664,-0.33983004,-0.18278264,-0.025865199,-0.16560775
0.25,700.0,11.9,5.0,15.4,0.15,32.2,768.0,13.2,24000.0,72.0,79.2,0.89,0.21420556,1.6791042,-0.39331856,0.00016366168,-0.42356187,-0.11795542,-0.1870011,0.17465745,0.22004698,-0.05103062
0.2,650.0,13.2,6.0,3.55,0.39,466.0,473.0,14.0,24000.0,,,1.01,0.58912444,1.093502,-0.6967644,-0.24919817,-0.5490212,-0.09658126,-0.6223949,-0.05419087,0.22120759,0.028421303
0.333,500.0,15.0,5.0,25.3,0.22,35.3,748.0,26.4,36000.0,13.3,18.782,0.567,-1.4380993,0.86388963,-0.47461152,0.5416582,-0.31020945,0.30881375,-0.6478192,-0.42578137,-0.358463,-0.5691878
0.333,700.0,15.0,5.0,25.3,0.22,35.3,748.0,26.4,36000.0,65.238,72.6,0.9,-1.4380993,0.86388963,-0.47461152,0.5416582,-0.31020945,0.30881375,-0.6478192,-0.42578137,-0.358463,-0.5691878
0.333,800.0,15.0,5.0,25.3,0.22,35.3,748.0,26.4,36000.0,89.52,93.9,0.93,-1.4380993,0.86388963,-0.47461152,0.5416582,-0.31020945,0.30881375,-0.6478192,-0.42578137,-0.358463,-0.5691878
0.333,800.0,15.0,5.0,25.3,0.22,35.3,748.0,26.4,36000.0,98.1,97.9,0.97,-1.4380993,0.86388963,-0.47461152,0.5416582,-0.31020945,0.30881375,-0.6478192,-0.42578137,-0.358463,-0.5691878
0.333,400.0,15.0,5.0,25.3,0.22,35.3,748.0,26.4,36000.0,5.3,9.654,0.454,-1.4380993,0.86388963,-0.47461152,0.5416582,-0.31020945,0.30881375,-0.6478192,-0.42578137,-0.358463,-0.5691878
0.333,600.0,15.0,5.0,25.3,0.22,35.3,748.0,26.4,36000.0,51.9,57.4,0.85,-1.4380993,0.86388963,-0.47461152,0.5416582,-0.31020945,0.30881375,-0.6478192,-0.42578137,-0.358463,-0.5691878
0.5,550.0,15.0,0.5,7.48,0.35,187.0,829.0,8.57,18000.0,28.0,29.0,0.85,1.479652,0.76359415,-0.028478788,0.14552099,0.45406404,-0.13957044,-0.13927709,-0.019562826,0.017116088,-0.2901753
0.5,650.0,15.0,0.5,7.48,0.35,187.0,829.0,8.57,18000.0,59.4,66.2,0.93,1.479652,0.76359415,-0.028478788,0.14552099,0.45406404,-0.13957044,-0.13927709,-0.019562826,0.017116088,-0.2901753
0.5,700.0,15.0,0.5,7.48,0.35,187.0,829.0,8.57,18000.0,72.6,81.0,0.94,1.479652,0.76359415,-0.028478788,0.14552099,0.45406404,-0.13957044,-0.13927709,-0.019562826,0.017116088,-0.2901753
0.5,600.0,15.0,0.5,7.48,0.35,187.0,829.0,8.57,18000.0,42.5,47.9,0.92,1.479652,0.76359415,-0.028478788,0.14552099,0.45406404,-0.13957044,-0.13927709,-0.019562826,0.017116088,-0.2901753
0.5,700.0,15.0,48.0,7.5,0.38,132.0,565.0,30.0,30000.0,51.6,64.05,0.81,-0.80577505,1.6112691,0.4844363,0.076633014,-0.6405715,-0.71115506,0.2145808,0.16244532,-0.31703523,-0.2605107
0.5,700.0,15.0,24.0,7.5,0.38,132.0,565.0,30.0,30000.0,58.44,71.43,0.801,-0.80577505,1.6112691,0.4844363,0.076633014,-0.6405715,-0.71115506,0.2145808,0.16244532,-0.31703523,-0.2605107
0.5,700.0,15.0,24.0,7.1,0.32,125.0,550.0,32.0,30000.0,59.574,74.47,0.79,0.2300443,1.6008393,0.13729592,0.16399918,-0.058625095,0.114792295,-0.17346625,0.42405754,-0.17799586,0.040876362
0.5,700.0,15.0,48.0,7.1,0.32,125.0,550.0,32.0,30000.0,57.7,72.4,0.8,0.2300443,1.6008393,0.13729592,0.16399918,-0.058625095,0.114792295,-0.17346625,0.42405754,-0.17799586,0.040876362
0.5,800.0,15.0,24.0,7.1,0.32,125.0,550.0,32.0,30000.0,88.89,97.01,0.774,0.2300443,1.6008393,0.13729592,0.16399918,-0.058625095,0.114792295,-0.17346625,0.42405754,-0.17799586,0.040876362
0.5,800.0,15.0,48.0,7.1,0.32,125.0,550.0,32.0,30000.0,89.32,93.59,0.761,0.2300443,1.6008393,0.13729592,0.16399918,-0.058625095,0.114792295,-0.17346625,0.42405754,-0.17799586,0.040876362
0.25,800.0,10.0,10.0,25.1,0.261,121.4,780.0,8.3,48000.0,88.28,93.75,0.947,1.2902453,0.8638159,0.10084273,-0.11624168,0.3719127,0.1881451,0.04603255,0.30054134,0.038704466,-0.11503382
0.333,700.0,10.0,20.0,7.2,0.199,443.0,624.4,28.0,144000.0,8.0,13.0,0.695,0.69961727,1.0121044,0.39706272,0.048010524,-0.43192545,0.3071239,-0.11894614,-0.17001586,-0.72336715,-0.123689435
0.333,700.0,10.0,0.5,7.2,0.199,443.0,624.4,28.0,144000.0,24.0,36.0,0.506,0.69961727,1.0121044,0.39706272,0.048010524,-0.43192545,0.3071239,-0.11894614,-0.17001586,-0.72336715,-0.123689435
0.333,700.0,10.0,0.5,9.6,0.119,209.0,624.4,29.0,144000.0,25.0,40.0,0.506,-1.023415,0.6451572,-0.040747613,-0.74282664,-1.2022855,0.19426627,-0.76955324,-0.4569842,-0.5034769,-0.30915484
0.333,700.0,10.0,20.0,9.6,0.119,209.0,624.4,29.0,144000.0,16.0,2.0,0.562,-1.023415,0.6451572,-0.040747613,-0.74282664,-1.2022855,0.19426627,-0.76955324,-0.4569842,-0.5034769,-0.30915484
0.2,700.0,14.2,12.0,7.27,0.528,298.0,380.0,49.0,30000.0,70.0,74.0,0.91,-0.52527976,0.9350688,0.80978394,0.25168025,-0.6815092,-0.10416137,-0.39969686,0.11467168,-0.37699535,0.34869495
0.2,750.0,14.2,12.0,7.27,0.528,298.0,380.0,49.0,30000.0,63.0,69.0,0.87,-0.52527976,0.9350688,0.80978394,0.25168025,-0.6815092,-0.10416137,-0.39969686,0.11467168,-0.37699535,0.34869495
0.5,800.0,15.0,15.0,6.96,0.11,67.0,650.0,11.7,15000.0,86.26,83.29,0.91,1.0076565,0.30343103,0.32603112,-0.47361463,-0.7030228,-0.108838454,0.11165879,0.06988035,-0.33935067,-0.37549976
0.5,800.0,15.0,15.0,6.96,0.11,67.0,650.0,11.7,15000.0,86.37,84.62,0.92,1.0076565,0.30343103,0.32603112,-0.47361463,-0.7030228,-0.108838454,0.11165879,0.06988035,-0.33935067,-0.37549976
0.2,700.0,15.6,12.0,7.27,0.528,443.0,630.0,32.0,30000.0,77.0,79.0,0.89,1.4516348,0.22919767,0.8203008,0.46143863,-0.44788656,-0.26871687,-0.038802322,0.14297256,-0.020292459,-0.17455386
0.2,750.0,15.6,12.0,7.27,0.528,443.0,630.0,32.0,30000.0,83.0,84.0,0.95,1.4516348,0.22919767,0.8203008,0.46143863,-0.44788656,-0.26871687,-0.038802322,0.14297256,-0.020292459,-0.17455386
0.5,700.0,15.0,0.5,34.4,0.4,44.1,400.0,20.8,10000.0,45.7,53.5,0.72,-0.14334334,0.6382489,-0.6298057,0.65899676,-0.61377454,0.4473372,0.20817274,-0.18108797,-0.7056589,-0.30440253
0.2,650.0,10.0,48.0,16.0,0.4,70.0,770.0,9.5,30000.0,58.96,57.101,1.28,1.669479,-0.4318949,1.117721,0.44482365,-0.5490482,-0.06268536,-0.47223473,0.13007097,-0.08018066,-0.2744375
0.2,650.0,10.0,24.0,16.0,0.4,70.0,770.0,9.5,30000.0,57.7,57.0,1.262,1.669479,-0.4318949,1.117721,0.44482365,-0.5490482,-0.06268536,-0.47223473,0.13007097,-0.08018066,-0.2744375
0.4,750.0,10.0,10.0,7.6,0.29,133.0,928.0,8.4,60000.0,64.21,61.37,0.88,1.4165868,-0.9887044,0.26492906,-0.36842906,-0.44771183,0.082431786,-0.008699344,-0.5723768,-0.44351426,-0.025438506
0.4,750.0,10.0,20.0,7.6,0.29,133.0,928.0,8.4,60000.0,64.21,62.0,0.88,1.4165868,-0.9887044,0.26492906,-0.36842906,-0.44771183,0.082431786,-0.008699344,-0.5723768,-0.44351426,-0.025438506
0.333,800.0,5.0,5.0,6.1,0.411,240.0,750.0,20.9,15000.0,87.5,73.5,0.434,0.316642,-0.037866887,0.66918695,-1.3745747,-0.24870306,0.2631364,-0.084515736,-0.38971293,-0.63190114,0.05524556
0.5,750.0,10.0,10.0,6.8,0.5,323.6,760.0,11.9,36000.0,86.08,90.21,0.92,1.9578744,-0.80665517,0.6663506,-0.8660562,-0.34829572,-0.10879077,0.41486058,0.061117746,0.053718906,0.1113517
